iter	MAPE	RMSE	R2	MAE
106	0.2612801398	1.181975741	0.8432120415	0.5305313457
107	0.2590763932	1.178490548	0.8441352934	0.5277798962
108	0.257374893	1.17411849	0.8452896268	0.5252303793
109	0.2552892965	1.170506854	0.8462399539	0.5226075846
110	0.2530352053	1.166544249	0.8472792626	0.519622158
111	0.2514344402	1.163261521	0.8481375843	0.5171949346
112	0.2494677126	1.159893835	0.8490156065	0.5147046904
113	0.2481812632	1.156362197	0.8499336395	0.5128482485
114	0.2463293522	1.152909975	0.8508283229	0.5104430367
115	0.2454214421	1.150400699	0.8514769522	0.5090348466
116	0.2445314488	1.146885604	0.8523832018	0.5076168284
117	0.2429280593	1.144128893	0.8530919869	0.5057091638
118	0.2420249039	1.140510384	0.8540197623	0.5041457912
119	0.2412134429	1.137251319	0.854852862	0.5027560607
120	0.240708261	1.135013056	0.8554236378	0.5019112742
121	0.2396889881	1.132441737	0.8560779578	0.5005919018
122	0.2388519817	1.128500618	0.8570779684	0.4990484598
123	0.2374259167	1.125552282	0.8578237928	0.4972321781
124	0.2374118532	1.124586266	0.8580677362	0.4971628511
125	0.2358471078	1.12197527	0.8587260305	0.4952754452
126	0.2358259909	1.120882807	0.8590010126	0.4952221395
127	0.234527151	1.118463659	0.8596089786	0.4935900759
128	0.2337900776	1.115533626	0.8603435782	0.4923430265
129	0.2325465385	1.113329123	0.8608950073	0.4906906854
130	0.2316718565	1.110825558	0.8615199201	0.4895901658
131	0.2307150191	1.108684716	0.862053178	0.4883894439
132	0.2306964538	1.10763318	0.8623147262	0.4883426588
133	0.2299676954	1.104574446	0.8630741131	0.4870941235
134	0.229951251	1.103540381	0.8633303639	0.4870488556
135	0.228504531	1.10122861	0.8639023739	0.4852977609
136	0.2284922816	1.100205844	0.8641550576	0.4852539215
137	0.2282645542	1.098347384	0.8646136067	0.4848929439
138	0.2271182662	1.095769718	0.8652483265	0.4832194289
139	0.2271032204	1.094769972	0.8654941008	0.4831762557
140	0.2262227151	1.092446292	0.8660644799	0.4819064755
141	0.2261851603	1.091965305	0.8661823932	0.4818305263
142	0.2253735566	1.091053734	0.8664057216	0.4808068515
143	0.2247462083	1.088242445	0.8670932923	0.4797387235
144	0.2247476288	1.087949636	0.8671648039	0.4797231688
145	0.224142205	1.085623612	0.8677321971	0.4788169535
146	0.2241359363	1.084650373	0.8679692415	0.4787836144
147	0.2231179062	1.082370656	0.8685236623	0.4773978486
148	0.2229688106	1.079949975	0.8691110884	0.4769492408
149	0.2213792834	1.077656018	0.8696665486	0.4749436598
150	0.2213636169	1.076707168	0.8698959586	0.4749009471
151	0.2213649962	1.076425453	0.8699640319	0.4748859523
152	0.2213524443	1.075486031	0.8701909036	0.4748443161
153	0.2213623254	1.075217552	0.8702557054	0.4748393493
154	0.2212313496	1.072989888	0.8707927638	0.4744344677
155	0.2204901917	1.071481295	0.8711558317	0.4734674596
156	0.2203826147	1.07020012	0.8714637664	0.4733178244
157	0.2203724991	1.069290682	0.8716821297	0.4732813928
158	0.2189725222	1.067266701	0.8721674366	0.471609462
159	0.2183078542	1.06656277	0.8723360085	0.4708029559
160	0.2183159755	1.066305885	0.8723974978	0.4707960201
161	0.2177225368	1.064096974	0.8729256213	0.4696405715
162	0.2172786646	1.061870524	0.8734568299	0.4689143484
163	0.2172879355	1.06158462	0.8735249632	0.4689060141
164	0.2159268689	1.059625771	0.873991279	0.4672575031
165	0.2159110478	1.058755351	0.8741982115	0.4672164337
166	0.2154804238	1.05669058	0.8746884071	0.4665373325
167	0.2154704888	1.055834302	0.8748914146	0.4665002076
168	0.2154578064	1.05498655	0.8750922387	0.4664620379
169	0.2154437749	1.054147301	0.8752908897	0.4664233931
170	0.2154312363	1.053316239	0.8754874468	0.4663860413
171	0.2147905999	1.052174319	0.8757572733	0.4656315739
172	0.2147911458	1.051940573	0.8758124697	0.4656164373
173	0.2134923174	1.050540193	0.876142895	0.4640455663
174	0.2134809154	1.049725451	0.8763349343	0.4640092075
175	0.2129193185	1.049124181	0.8764765613	0.4633296187
176	0.2129063098	1.048321491	0.8766655059	0.463291495
177	0.2120881575	1.046304291	0.8771396943	0.4621296384
178	0.2120834381	1.045510616	0.8773260152	0.4620968521
179	0.2118781779	1.04364035	0.8777645144	0.4615865105
180	0.2118657785	1.042861902	0.8779467964	0.4615505736
181	0.2118528934	1.042090141	0.8781273785	0.461513871
182	0.2107848867	1.040515324	0.8784954504	0.4602438284
183	0.2097989674	1.038890124	0.8788747144	0.4590750799
184	0.2097930078	1.038156185	0.8790457954	0.4590434388
185	0.2098014327	1.037922969	0.8791001326	0.4590360296
186	0.2094554616	1.036922751	0.8793330361	0.458521694
187	0.2094470931	1.03617188	0.879507731	0.4584819482
188	0.2094360352	1.035442157	0.8796773842	0.4584490833
189	0.209434571	1.034714395	0.8798464628	0.4584192082
190	0.2094069906	1.033990477	0.8800145302	0.458367777
191	0.2085824755	1.0323794	0.8803881414	0.4573503115
192	0.2080186672	1.029885336	0.8809653697	0.4563790299
193	0.208024536	1.029694694	0.8810094345	0.456371908
194	0.2080175594	1.028985716	0.8811732357	0.4563410694
195	0.2078119678	1.027529043	0.8815094295	0.4559910997
196	0.2078034102	1.026835438	0.8816693429	0.4559583439
197	0.2071217921	1.024595701	0.8821849865	0.4549600144
198	0.2069117488	1.022737223	0.8826119999	0.454370432
199	0.2063171591	1.021410559	0.8829163468	0.4536209238
200	0.2052097588	1.019689913	0.8833104875	0.4521870464
201	0.204441	1.01824817	0.8836402297	0.451264954
202	0.2044208756	1.017582641	0.8837922859	0.4512223096
203	0.2041546035	1.016493234	0.8840409727	0.4508814057
204	0.2036761056	1.015153098	0.88434653	0.4501379402
205	0.2035583741	1.013979965	0.884613679	0.449898512
206	0.2035498426	1.013337816	0.88475978	0.4498688879
207	0.2034583713	1.011211407	0.8852429174	0.4494715644
208	0.20344062	1.010575947	0.8853871021	0.4494323192
209	0.2034354273	1.009964397	0.8855257763	0.4494071717
210	0.2026772207	1.008447289	0.8858694304	0.4485419311
211	0.2026693991	1.007832213	0.8860086099	0.4485134976
212	0.2020545808	1.006901508	0.8862190485	0.4478489263
213	0.2020621439	1.006744454	0.8862545402	0.447846197
214	0.2020550909	1.00614086	0.8863908916	0.4478187402
215	0.2012286682	1.004705767	0.8867147495	0.4467855466
216	0.2005522321	1.003439667	0.8870000871	0.4459430527
217	0.2005594351	1.002536558	0.8872033984	0.4458459129
218	0.2005565912	1.001920607	0.8873419585	0.4458059095
219	0.200555104	1.001353455	0.887469466	0.4457859601
220	0.2003629899	1.000581254	0.8876429566	0.4455170383
221	0.200358935	1.000008759	0.8877714927	0.4454935766
222	0.2003450471	0.9994342743	0.8879004016	0.4454511384
223	0.1994678483	0.9980672677	0.8882068472	0.4444192419
224	0.1994607118	0.9974772517	0.8883389831	0.4443762711
225	0.1990871689	0.9967012727	0.888512647	0.4439557651
226	0.1991281317	0.9961396423	0.8886382554	0.4439751622
227	0.1987774057	0.995762476	0.8887225688	0.4435859778
228	0.1979992552	0.9935622637	0.8892137773	0.4423643972
229	0.1977015063	0.9921674366	0.8895246167	0.4419475227
230	0.1971845232	0.9901319031	0.8899774549	0.4409745026
231	0.1971794353	0.9895945105	0.8900968516	0.4409504014
232	0.1969916014	0.9886219548	0.8903127671	0.4406805881
233	0.1969972643	0.9881214438	0.890423802	0.4406682513
234	0.1969216321	0.9863626272	0.8908135374	0.4403085764
235	0.1969212487	0.9858437574	0.8909283808	0.4402882486
236	0.1963183106	0.9837055666	0.8914009974	0.4393051759
237	0.1963134865	0.9831944232	0.8915138263	0.4392819222
238	0.1956397106	0.9805788944	0.8920902561	0.4381377326
239	0.1954741871	0.9794240925	0.8923442714	0.437861838
240	0.1954704682	0.9789202028	0.8924550154	0.437838038
241	0.1954370097	0.9783972709	0.8925698842	0.4377864625
242	0.1950549217	0.9772603725	0.8928194069	0.4370821331
243	0.1950576805	0.976789769	0.8929226085	0.4370664772
244	0.194317581	0.9737200591	0.8935945648	0.4356010417
245	0.1943092507	0.9732191172	0.8937040197	0.4355721071
246	0.1943169498	0.9730813079	0.8937341209	0.4355683725
247	0.194129264	0.971304609	0.8941218174	0.4349943736
248	0.1937484413	0.9700550015	0.894394072	0.4344891211
249	0.1932878444	0.9682953578	0.894776855	0.4337405846
250	0.1932830645	0.9678209322	0.8948799399	0.4337182283
251	0.1928864871	0.9667890261	0.8951039818	0.4332364581
252	0.1923652182	0.9659424341	0.8952876108	0.4326200826
253	0.1916697042	0.9632401149	0.8958726777	0.4313856739
254	0.191663182	0.9627774917	0.8959726738	0.4313620103
255	0.1916126038	0.9618976343	0.8961627227	0.4312573166
256	0.191120568	0.9596025547	0.8966576413	0.43032384
257	0.191115207	0.9591484149	0.8967554334	0.4303015963
258	0.1911127222	0.9587100704	0.8968497803	0.430283385
259	0.1911063964	0.9582767435	0.8969430049	0.4302608794
260	0.1909269466	0.9567851989	0.8972635688	0.4297769589
261	0.1904335231	0.9551732787	0.8976094425	0.4290428326
262	0.1899509094	0.953622992	0.8979415412	0.4283149314
263	0.1899468464	0.9531882596	0.8980345717	0.4282939271
264	0.1899407617	0.9527575084	0.8981267084	0.4282711681
265	0.1899339544	0.9523234236	0.898219516	0.4282500584
266	0.1891674896	0.95152973	0.8983890988	0.4274207531
267	0.1888234541	0.949863982	0.8987445475	0.4268676533
268	0.1884991625	0.9490372482	0.8989207304	0.4262341084
269	0.1877779051	0.948036422	0.8991338083	0.425387502
270	0.1877744348	0.9476229405	0.8992217737	0.4253678673
271	0.187509497	0.9465921414	0.8994409022	0.4249734778
272	0.1875138268	0.9464970414	0.8994611067	0.4249703882
273	0.1870296943	0.9460232694	0.8995617316	0.4244053199
274	0.1869848389	0.9456623766	0.8996383482	0.4243510128
275	0.186766615	0.9446804505	0.8998466605	0.4239635073
276	0.186543387	0.9435295101	0.9000905532	0.4234445695
277	0.1865878015	0.9431384287	0.9001733585	0.4234694309
278	0.185905193	0.9424094831	0.9003276096	0.4227329472
279	0.1857184519	0.9417314589	0.9004709782	0.422394096
280	0.185519374	0.9396024477	0.9009204883	0.4217864304
281	0.1851998608	0.9393456765	0.9009746331	0.4214187786
282	0.1851958917	0.9389761975	0.9010525183	0.4214007175
283	0.1851769534	0.9385844903	0.9011350558	0.4213644678
284	0.1848065176	0.9372699994	0.9014117833	0.4207787817
285	0.1847816755	0.9366272721	0.9015469495	0.4207050137
286	0.184325568	0.9358877243	0.9017023624	0.4201144838
287	0.1843200999	0.9355108128	0.9017815216	0.420093403
288	0.183979841	0.9341722753	0.9020623843	0.4194321877
289	0.1834348296	0.9334463972	0.9022145257	0.4187954802
290	0.1830742791	0.932540858	0.9024041577	0.4183354656
291	0.1830716102	0.9321675508	0.9024822796	0.418316566
292	0.1825297581	0.9312868514	0.9026664594	0.4176218442
293	0.182526535	0.9310966388	0.9027062156	0.4176102215
294	0.1825209051	0.9307352494	0.9027817268	0.4175896119
295	0.1825305595	0.9306403225	0.9028015566	0.4175902374
296	0.1825276085	0.9302835766	0.9028760612	0.4175728676
297	0.1825248834	0.9299302719	0.902949819	0.4175542187
298	0.1823655153	0.9293187809	0.9030774109	0.4172676615
299	0.1819987669	0.9285814033	0.9032311584	0.4168207204
300	0.1818251863	0.9275246698	0.9034512806	0.416554097
301	0.1817683568	0.9263993078	0.9036854228	0.4163008831
302	0.1814554148	0.9250804132	0.9039594695	0.4159051886
303	0.180910929	0.9244604481	0.9040881542	0.4153045925
304	0.180909734	0.9241386986	0.9041549049	0.4152911539
305	0.1807234308	0.9236337574	0.9042596141	0.4150500591
306	0.1804630585	0.9229626276	0.9043986971	0.4145256898
307	0.1802725026	0.9220472566	0.904588233	0.4142434527
308	0.1800529471	0.9203103058	0.9049473674	0.4137893479
309	0.1800441455	0.919956574	0.9050204225	0.4137649197
310	0.1796633086	0.9193966087	0.905136013	0.413283253
311	0.1796570414	0.9190691037	0.9052035853	0.4132625614
312	0.179456392	0.9181388718	0.9053953838	0.4128188988
313	0.1791061949	0.9167274573	0.9056860232	0.412217852
314	0.1787648073	0.9159078273	0.9058545968	0.4117246538
315	0.1787463009	0.9155854741	0.905920854	0.4116919837
316	0.1786944634	0.9143448756	0.9061756317	0.4114455506
317	0.1786947027	0.914276421	0.9061896799	0.4114385119
318	0.1784731643	0.9136017186	0.906328086	0.4110997692
319	0.1781739254	0.9128965653	0.9064726294	0.4107737119
320	0.1778658045	0.9118970748	0.9066773153	0.4101804632
321	0.1775392084	0.9107220155	0.9069176693	0.4096366335
322	0.1775352477	0.9104104518	0.9069813465	0.4096187597
323	0.1771171279	0.9098264875	0.9071006381	0.4091179807
324	0.1770114825	0.9089715574	0.9072751442	0.4087578322
325	0.1768833998	0.908450878	0.9073813435	0.4085133499
326	0.1768799356	0.9081457683	0.9074435464	0.4084966173
327	0.1768644211	0.9078282541	0.9075082559	0.4084631636
328	0.1768637029	0.9075425032	0.9075664727	0.408450727
329	0.176895239	0.9072475488	0.9076265454	0.408470555
330	0.1766935891	0.9065125326	0.9077761594	0.4082079659
331	0.1766787089	0.9062914936	0.9078211286	0.4081789934
332	0.176645285	0.9059155193	0.9078975934	0.4081196315
333	0.1766376082	0.9056162579	0.9079584339	0.4080970972
334	0.1763652124	0.9038308887	0.9083209852	0.4075507717
335	0.1763976643	0.9035481377	0.9083783373	0.4075717378
336	0.1760123343	0.9019171457	0.9087088107	0.4070839245
337	0.1760038669	0.9016386629	0.9087651775	0.4070624095
338	0.1756090779	0.9006739681	0.9089603038	0.4064452116
339	0.1755835087	0.8994873535	0.9092000306	0.4062071356
340	0.1755768779	0.89919463	0.9092591197	0.406183874
341	0.1755709827	0.8989252157	0.9093134867	0.4061666288
342	0.1753283486	0.898532278	0.909392751	0.4058851605
343	0.1751441798	0.8970274203	0.9096959941	0.4055278967
344	0.175142454	0.8967707083	0.9097476732	0.40551563
345	0.175136065	0.8965030595	0.9098015383	0.4054968972
346	0.1747066722	0.8960314518	0.9098964116	0.4050208213
347	0.1746683585	0.8945567777	0.9101927496	0.4047034461
348	0.1746650506	0.8942934544	0.9102456135	0.4046886636
349	0.1746589937	0.8940406106	0.9102963588	0.4046721546
350	0.1743512559	0.8914087525	0.9108237169	0.4038415232
351	0.1740363506	0.8904549198	0.9110144571	0.4032964087
352	0.1740410755	0.8901932867	0.9110667408	0.4032860024
353	0.1740438584	0.8899446773	0.9111164077	0.4032723456
354	0.1739427078	0.8887800997	0.9113488808	0.4029050776
355	0.1736408734	0.8880128608	0.9115018708	0.4025272352
356	0.1736355616	0.8877947401	0.9115453407	0.4025086515
357	0.1736150105	0.8875985053	0.9115844398	0.4024832025
358	0.1733150018	0.8856304198	0.9119760954	0.4018446134
359	0.1728670192	0.8842421675	0.9122518393	0.401235719
360	0.1728718866	0.8839900153	0.912301877	0.4012253361
361	0.1726644645	0.8832455225	0.9124495328	0.4009622708
362	0.172268793	0.8830008165	0.9124980384	0.4005323545
363	0.1722712888	0.8827488914	0.9125479609	0.4005213962
364	0.17211232	0.8819823184	0.9126997804	0.4002759083
365	0.1718528892	0.8812724418	0.9128402536	0.3998630093
366	0.17185061	0.8810864922	0.9128770314	0.399859303
367	0.171536609	0.8806479752	0.912963732	0.3994969927
368	0.1715304496	0.8798700157	0.9131174388	0.3994693085
369	0.1711799977	0.8777123293	0.9135430368	0.3984358378
370	0.1706157073	0.8764841876	0.9137848179	0.3976265317
371	0.1702823167	0.8758522828	0.9139090875	0.3971800948
372	0.1699456217	0.8738872623	0.9142949531	0.3961731751
373	0.169825979	0.8726960173	0.9145284526	0.3957460878
374	0.1698151308	0.8719229246	0.9146798184	0.3957092657
375	0.1698045734	0.8716884662	0.9147256971	0.3956849775
376	0.169573323	0.8707992127	0.9148995936	0.3953197131
377	0.1693796001	0.8694731072	0.9151585883	0.3948844475
378	0.1690238082	0.8688805626	0.9152741875	0.3943755609
379	0.1690171338	0.8686514599	0.9153188618	0.3943566342
380	0.1690146168	0.8684147767	0.915365002	0.3943431346
381	0.1690136218	0.8681952155	0.9154077931	0.3943326993
382	0.1690129612	0.867979277	0.9154498676	0.3943219865
383	0.1690067049	0.8677596498	0.9154926501	0.3943046354
384	0.1690089607	0.8675437086	0.915534704	0.3942960244
385	0.1690065339	0.8673401013	0.9155743464	0.3942846518
386	0.1687329324	0.8668434242	0.9156710104	0.3939684003
387	0.1683683677	0.8640793638	0.9162079443	0.392894503
388	0.1682154234	0.8635345792	0.9163135694	0.3926542012
389	0.168035569	0.8617892043	0.9166515213	0.3920040695
390	0.1680005991	0.8609882187	0.9168063849	0.3918166215
391	0.1679952341	0.8607750714	0.9168475709	0.3918046813
392	0.1679942098	0.8605613246	0.9168888624	0.3917936499
393	0.167990786	0.8603547295	0.9169287626	0.3917797479
394	0.1678193571	0.859156941	0.9171599057	0.391262719
395	0.1678075039	0.8589490693	0.9171999869	0.3912377221
396	0.1678057155	0.8587575984	0.9172368972	0.3912268915
397	0.1674852555	0.8584776873	0.9172908414	0.3908640139
398	0.1674806465	0.8582651813	0.9173317837	0.3908462944
399	0.1674906008	0.858061073	0.9173710985	0.3908473742
400	0.1673009126	0.8570680384	0.9175622408	0.3905433203
401	0.1672977228	0.8568769206	0.9175990023	0.3905306601
402	0.1670754042	0.8561646141	0.9177359423	0.3901976119
403	0.1667735634	0.8556105257	0.9178423864	0.3896937857
404	0.1663560795	0.8538566923	0.9181788551	0.3886675059
405	0.1658937545	0.8521206531	0.9185112301	0.3878471134
406	0.1656843018	0.8517653062	0.91857918	0.3875402131
407	0.1656860243	0.8515769532	0.9186151856	0.3875323272
408	0.1656578416	0.8507350065	0.918776035	0.3873303066
409	0.1655537446	0.8500170049	0.9189130796	0.387144693
410	0.1655514866	0.849829437	0.9189488615	0.3871324017
411	0.1653211249	0.8486459408	0.9191744525	0.386643583
412	0.1653141243	0.8484534182	0.9192111202	0.3866299672
413	0.1649806149	0.8480247597	0.9192927325	0.3862133335
414	0.1649779884	0.8478474151	0.919326485	0.3862017406
415	0.1644312841	0.8459399017	0.9196890802	0.3851708273
416	0.1642958876	0.8452451472	0.9198209418	0.3848949687
417	0.1640904105	0.844479315	0.919966168	0.3845868932
418	0.1640789555	0.8443035637	0.9199994775	0.384565796
419	0.1637541801	0.843184948	0.920211322	0.3839849582
420	0.1636204586	0.8419987946	0.9204356502	0.3836438657
421	0.1635738542	0.8408815027	0.9206466662	0.3833615315
422	0.1634425611	0.8396710477	0.9208749611	0.3831498092
423	0.1629878264	0.8381443358	0.921162434	0.3822521238
424	0.1627532449	0.8375292071	0.9212781121	0.3819398586
425	0.1627518559	0.8373588592	0.9213101318	0.3819290831
426	0.1625748231	0.837148662	0.921349633	0.3817355067
427	0.1625593553	0.8369812588	0.921381085	0.3817110298
428	0.1620930141	0.8348128527	0.9217879206	0.3807708473
429	0.162083998	0.8346474591	0.9218189084	0.3807512666
430	0.1620805317	0.8344708825	0.9218519846	0.3807363222
431	0.1618705569	0.8333051914	0.9220701656	0.3804383256
432	0.1616939873	0.8326374675	0.9221950052	0.3801053512
433	0.1616902611	0.8324593748	0.922228285	0.3800886234
434	0.1616985396	0.8323051647	0.9222570962	0.3800907782
435	0.1614502715	0.8308524244	0.9225282508	0.3795873321
436	0.1614496561	0.8306965709	0.9225573128	0.3795779025
437	0.161442788	0.8305366681	0.9225871242	0.379561183
438	0.161440882	0.8303803179	0.9226162677	0.3795500748
439	0.161433033	0.830220457	0.92264606	0.3795349029
440	0.1614325775	0.8300706587	0.9226739717	0.3795262497
441	0.1610193647	0.8286409905	0.9229401065	0.3786938295
442	0.1610154426	0.828474839	0.9229710061	0.3786759993
443	0.1605708263	0.8268534644	0.9232722117	0.3775858159
444	0.1605616253	0.8266821869	0.9233039958	0.3775649666
445	0.1605597397	0.8265332165	0.923331635	0.3775539264
446	0.1605578334	0.8263866791	0.9233588179	0.3775467625
447	0.1605546384	0.8262240947	0.9233889719	0.3775376109
448	0.1602879881	0.8256317502	0.9234987819	0.3771951268
449	0.1600632947	0.824269697	0.9237509834	0.3767704212
450	0.1600497697	0.824121242	0.9237784466	0.3767481665
451	0.1600411909	0.8239759504	0.9238053198	0.3767291871
452	0.1600361347	0.823817867	0.9238345535	0.3767125471
453	0.1596942237	0.8224008317	0.92409635	0.3758968435
454	0.1595945933	0.8216208775	0.9242402538	0.3756103941
455	0.1595876868	0.8214870527	0.9242649311	0.3755968078
456	0.1591913226	0.8196537617	0.9246025858	0.3748014964
457	0.1590684285	0.818700461	0.9247778662	0.3743897828
458	0.1590744349	0.8185679398	0.9248022163	0.3743898706
459	0.1590734217	0.8184330831	0.9248269915	0.374382987
460	0.1587886421	0.8172355617	0.925046815	0.3740189822
461	0.1587236968	0.8164687152	0.9251874125	0.3737626866
462	0.1586841001	0.8162959532	0.9252190693	0.3737030417
463	0.1584742005	0.8150217944	0.9254523387	0.3732588359
464	0.1579816372	0.8137237175	0.9256896122	0.3725017345
465	0.1579804237	0.8135907573	0.9257138944	0.3724955261
466	0.1579773393	0.813446758	0.9257401882	0.3724825662
467	0.1579745985	0.8133052891	0.9257660155	0.3724698865
468	0.157763347	0.8119861999	0.9260066185	0.3719178454
469	0.1575181881	0.8110065349	0.9261850574	0.3716019394
470	0.1575148412	0.8108637314	0.9262110501	0.3715888554
471	0.1575148317	0.8107408889	0.9262334058	0.3715820543
472	0.1575141496	0.8106113695	0.926256973	0.3715731745
473	0.1574830338	0.810076096	0.9263543308	0.3714437195
474	0.157481005	0.8099458214	0.926378016	0.3714330313
475	0.1574756431	0.809806902	0.9264032686	0.3714150248
476	0.157321916	0.8093951237	0.9264780959	0.3710525806
477	0.1573211438	0.8092748752	0.92649994	0.3710443727
478	0.1573126489	0.8091481302	0.9265229607	0.3710274464
479	0.1572853251	0.8087987783	0.9265863948	0.3709546946
