iter	MAPE	RMSE	R2	MAE
1259	0.1137430473	0.619040429	0.956993549	0.2711742918
1260	0.1137137103	0.6188919302	0.9570141797	0.27110503
1261	0.1137081811	0.6187855022	0.9570289626	0.2710743384
1262	0.1136885703	0.6186297144	0.957050597	0.2710094853
1263	0.1136871225	0.6186187152	0.9570521242	0.2710050782
1264	0.1136866735	0.6186095835	0.9570533922	0.2710022079
1265	0.1136852491	0.6185987986	0.9570548896	0.2709978569
1266	0.1136848127	0.6185898518	0.9570561319	0.2709950268
1267	0.1136834111	0.6185792763	0.9570576002	0.2709907309
1268	0.1136820267	0.6185688192	0.9570590521	0.2709864712
1269	0.1136806594	0.6185584791	0.9570604877	0.270982248
1270	0.1136478452	0.618473575	0.9570722747	0.2709286047
1271	0.1136464829	0.6184633808	0.9570736899	0.270924394
1272	0.1136237377	0.61842263	0.9570793465	0.2708855098
1273	0.1136016669	0.6182696821	0.9571005741	0.2708122095
1274	0.1135945382	0.6182431772	0.9571042522	0.270779899
1275	0.1135932839	0.6182331644	0.9571056416	0.2707758648
1276	0.1135921341	0.6182232624	0.9571070157	0.2707719527
1277	0.1135809567	0.6181725277	0.9571140554	0.2707429134
1278	0.1134657799	0.6180639799	0.9571291152	0.2705920337
1279	0.113464739	0.6180541634	0.957130477	0.2705882026
1280	0.1134637092	0.6180444553	0.9571318237	0.2705844007
1281	0.1133093369	0.6179421745	0.9571460111	0.2703715668
1282	0.1133089221	0.6179340814	0.9571471336	0.2703688636
1283	0.1132940195	0.6175915709	0.9571946257	0.2702851883
1284	0.113285134	0.6174296739	0.957217065	0.2702494728
1285	0.1132551869	0.6173482122	0.9572283535	0.2701995407
1286	0.1131777613	0.6172639604	0.9572400272	0.2700691069
1287	0.1131450447	0.6172081288	0.9572477621	0.270024122
1288	0.1131393528	0.6170059967	0.9572757597	0.269992576
1289	0.1131122679	0.6168482529	0.9572976027	0.2699190119
1290	0.1130915362	0.6167581186	0.9573100812	0.2698680762
1291	0.1130781678	0.6164274643	0.9573558425	0.2697892041
1292	0.1130634391	0.6161931265	0.9573882591	0.2697138261
1293	0.1130622156	0.6161836125	0.9573895749	0.2697098186
1294	0.1130516135	0.6160234315	0.9574117258	0.2696831915
1295	0.113044542	0.6158422686	0.9574367712	0.2696258715
1296	0.1128982043	0.6157449227	0.957450226	0.2694239563
1297	0.1128869174	0.6155712588	0.957474224	0.2693634265
1298	0.112840822	0.6153557452	0.9575039956	0.2692303667
1299	0.112699665	0.6152622345	0.9575169102	0.2690353845
1300	0.1126941201	0.6151329709	0.9575347593	0.2689957124
1301	0.11268868	0.6149398793	0.957561415	0.2689646934
1302	0.1126834145	0.6147518715	0.9575873608	0.2689344267
1303	0.1126389196	0.6145439445	0.9576160463	0.2688048995
1304	0.1126196729	0.6144307764	0.9576316549	0.2687544757
1305	0.112619038	0.6144229198	0.9576327384	0.2687515911
1306	0.1126184147	0.6144151445	0.9576338107	0.2687487328
1307	0.1126132262	0.6142318463	0.9576590851	0.268718951
1308	0.1126086555	0.6140971727	0.95767765	0.2686789168
1309	0.1126035719	0.6139186653	0.9577022512	0.2686495863
1310	0.1125967932	0.6138936737	0.9577056948	0.2686189366
1311	0.1125415344	0.6137776244	0.9577216838	0.268483247
1312	0.1125354107	0.613626283	0.9577425307	0.2684509449
1313	0.112531311	0.6135249122	0.9577564913	0.2684199619
1314	0.1124752549	0.6134061314	0.9577728468	0.2683354525
1315	0.1124136771	0.6133363017	0.9577824604	0.268216526
1316	0.1124125268	0.6133271944	0.9577837142	0.2682128026
1317	0.1124113902	0.613318187	0.9577849542	0.2682091079
1318	0.1123834434	0.6132285675	0.9577972904	0.2681615986
1319	0.112372422	0.6129134329	0.9578406547	0.2680916985
1320	0.1123634417	0.6127860355	0.957858179	0.2680598141
1321	0.1123207661	0.612587083	0.9578855388	0.2679343682
1322	0.1123098494	0.6124190609	0.9579086382	0.2678757272
1323	0.1123056392	0.612289387	0.9579264612	0.2678381348
1324	0.1122830474	0.6122448444	0.9579325825	0.2678004947
1325	0.1122792177	0.6121055991	0.9579517154	0.2677550898
1326	0.1122744959	0.6119318786	0.9579755793	0.267726705
1327	0.1122660634	0.6117806485	0.9579963482	0.2676925578
1328	0.1122565281	0.611645075	0.9580149625	0.2676677404
1329	0.1122477973	0.6115240019	0.9580315825	0.2676366853
1330	0.1122450404	0.6113659574	0.9580532726	0.267590932
1331	0.1122394484	0.6112221587	0.9580730028	0.267559201
1332	0.1122385692	0.6112132254	0.9580742284	0.2675558291
1333	0.1121772635	0.6111361561	0.9580848007	0.2674731741
1334	0.1121760137	0.6111274217	0.9580859988	0.2674693496
1335	0.112175394	0.6111201826	0.9580869918	0.2674666119
1336	0.1121741692	0.6111116143	0.9580881671	0.2674628384
1337	0.1121735697	0.611104519	0.9580891403	0.2674601429
1338	0.1121729796	0.6110974967	0.9580901035	0.2674574686
1339	0.1121103406	0.6110407886	0.9580978814	0.2673869734
1340	0.1121065452	0.6109195465	0.9581145081	0.2673527447
1341	0.1120653667	0.6107279715	0.9581407733	0.2672312354
1342	0.112060913	0.6105619774	0.9581635246	0.2672035755
1343	0.1120571802	0.61046311	0.9581770726	0.2671733277
1344	0.1120482447	0.6103351907	0.9581945983	0.2671499633
1345	0.1120441377	0.6101768123	0.958216292	0.2671236198
1346	0.1120436008	0.610169855	0.9582172448	0.2671210679
1347	0.1120386329	0.6100309774	0.9582362625	0.2670917452
1348	0.1120381066	0.610024092	0.9582372053	0.2670892176
1349	0.111983031	0.6099099405	0.9582528337	0.267005269
1350	0.1119750405	0.6097661396	0.9582725172	0.2669727423
1351	0.1119701599	0.6096307748	0.9582910416	0.2669438166
1352	0.1119593952	0.609518918	0.958306346	0.2669043313
1353	0.1118884431	0.6094407558	0.9583170386	0.2667836497
1354	0.1118818831	0.6094171336	0.9583202698	0.2667540754
1355	0.11187552	0.609394233	0.9583234022	0.2667253522
1356	0.111867887	0.6092964235	0.9583367796	0.2666832531
1357	0.1118528175	0.6091772236	0.9583530796	0.2666349379
1358	0.111801605	0.6090688854	0.9583678915	0.2665075713
1359	0.1117988412	0.60904738	0.9583708314	0.2664839588
1360	0.1117942833	0.6089153939	0.9583888723	0.2664557757
1361	0.1117934851	0.6089072463	0.9583899858	0.2664526704
1362	0.1117874836	0.608885119	0.9583930099	0.2664257454
1363	0.111653188	0.6087973816	0.9584049998	0.2662413076
1364	0.1116504966	0.608776575	0.9584078429	0.2662181437
1365	0.1116345884	0.6086814525	0.9584208396	0.2661788367
1366	0.1116096909	0.6086009223	0.958431841	0.2661383142
1367	0.111593791	0.6085341269	0.9584409649	0.2661049093
1368	0.1115541109	0.6083513715	0.9584659232	0.2659872737
1369	0.1115542857	0.608276313	0.9584761715	0.2659705559
1370	0.1114979553	0.608172025	0.9584904087	0.2658407552
1371	0.1114973471	0.608165727	0.9584912684	0.2658382035
1372	0.1114891077	0.6080370824	0.9585088271	0.2657944786
1373	0.1114809153	0.6079169525	0.9585252203	0.2657717123
1374	0.1114803322	0.6079107084	0.9585260723	0.2657692188
1375	0.111399755	0.6078402418	0.9585356868	0.2656748366
1376	0.1113481227	0.6077307436	0.9585506244	0.2655945156
1377	0.1112935642	0.6074180925	0.9585932613	0.2653840043
1378	0.1111658468	0.6073346612	0.9586046352	0.2652082298
1379	0.1110912956	0.6072656218	0.958614046	0.265106058
1380	0.1110814911	0.606982156	0.9586526742	0.2650414103
1381	0.1110792123	0.6069680804	0.9586545918	0.2650357398
1382	0.1110508765	0.6068930192	0.9586648172	0.2649633372
1383	0.1110446599	0.6068032673	0.9586770422	0.2649246908
1384	0.111031305	0.6065328071	0.9587138703	0.2648577714
1385	0.1109736416	0.6064701586	0.9587223988	0.2647884152
1386	0.1109216798	0.6061711247	0.9587630944	0.2645852272
1387	0.1109065681	0.6061147598	0.9587707629	0.2645427652
1388	0.1107858368	0.6060353831	0.958781561	0.2643753921
1389	0.1107481111	0.605863616	0.9588049225	0.264258999
1390	0.1107232135	0.6057610141	0.958818874	0.264201088
1391	0.1106653455	0.605471334	0.9588582509	0.263966293
1392	0.1106509722	0.6053614197	0.9588731869	0.2639205568
1393	0.1106431774	0.6052238019	0.9588918836	0.2638885139
1394	0.1105940326	0.6049435661	0.9589299432	0.2636945964
1395	0.1105795165	0.6048168685	0.9589471446	0.2636444577
1396	0.1105250889	0.6045449697	0.9589840474	0.2634229159
1397	0.1105175571	0.6044330309	0.9589992352	0.2634018978
1398	0.1104848438	0.6043268602	0.9590136378	0.263331415
1399	0.1104726626	0.6040675815	0.9590487996	0.2632686528
1400	0.1104628026	0.6039707118	0.9590619326	0.2632323952
1401	0.1104620806	0.6039645428	0.9590627689	0.263229656
1402	0.1104592034	0.6038807924	0.9590741214	0.2632055045
1403	0.1104283066	0.6038037543	0.9590845627	0.2631379446
1404	0.1103841592	0.6037100689	0.9590972585	0.2630276181
1405	0.1103834271	0.6037039623	0.959098086	0.2630248925
1406	0.1103130998	0.6036397442	0.9591067873	0.2629287699
1407	0.1102382815	0.6035778054	0.9591151789	0.2628422378
1408	0.1102375653	0.6035717611	0.9591159977	0.2628394852
1409	0.1102337921	0.6033976009	0.9591395884	0.2628073914
1410	0.1102330941	0.6033916112	0.9591403996	0.2628046634
1411	0.1102324076	0.6033856829	0.9591412025	0.2628019597
1412	0.1102248084	0.6032536913	0.9591590764	0.2627704347
1413	0.1102067685	0.6030944162	0.9591806397	0.2627012624
1414	0.1101863725	0.602905247	0.9592062429	0.2626187037
1415	0.1101182042	0.6028450914	0.959214383	0.2625391642
1416	0.1100739008	0.6025861278	0.9592494159	0.2623624027
1417	0.1100697267	0.6025096815	0.9592597548	0.2623309443
1418	0.1100603457	0.6022571978	0.9592938923	0.2622706241
1419	0.1100015622	0.6020808226	0.959317731	0.2621035356
1420	0.1099451391	0.6019108538	0.9593406971	0.2619423492
1421	0.1099434987	0.6018987113	0.9593423376	0.2619373902
1422	0.1099019953	0.6016557785	0.9593751507	0.261770328
1423	0.1098330002	0.6015983376	0.9593829073	0.2616911033
1424	0.1097804063	0.6015085951	0.9593950244	0.2615744814
1425	0.1097353048	0.6014089221	0.9594084802	0.2615020182
1426	0.1096928811	0.6013213615	0.959420299	0.2613966661
1427	0.1096401053	0.6011618472	0.9594418255	0.2612451737
1428	0.1096010043	0.6009302383	0.9594730711	0.2610858793
1429	0.1095413062	0.6008739808	0.9594806588	0.2610050152
1430	0.109535932	0.6008107879	0.959489181	0.2609810101
1431	0.1094737394	0.6007560285	0.9594965652	0.2609088894
1432	0.1094687126	0.6005911599	0.9595187933	0.2608695857
1433	0.1094185004	0.6004403967	0.9595391143	0.2607247454
1434	0.1094156177	0.6002841595	0.9595601678	0.2606919438
1435	0.1094106564	0.600223082	0.9595683967	0.2606688012
1436	0.1093730212	0.6000674019	0.9595893675	0.2605703849
1437	0.1093685431	0.5999072519	0.9596109347	0.2605342832
1438	0.10932797	0.5998398156	0.9596200146	0.2604533338
1439	0.1093193257	0.5996019553	0.9596520328	0.2603963756
1440	0.1092627598	0.5995494167	0.9596591032	0.2603197336
1441	0.1092599591	0.599397904	0.9596794898	0.2602875606
1442	0.1092183608	0.5993046815	0.9596920307	0.2602205515
1443	0.1092155722	0.5991571275	0.9597118766	0.260188825
1444	0.1091807172	0.599007277	0.9597320264	0.2600955499
1445	0.1091313003	0.598923945	0.9597432295	0.2599867609
1446	0.1091236432	0.5986929397	0.9597742776	0.2599319744
1447	0.1090987095	0.5986355834	0.9597819847	0.2598948649
1448	0.1090415585	0.5985847967	0.9597888084	0.2598170867
1449	0.1090388302	0.59844136	0.9598080774	0.2597857976
1450	0.1090175891	0.598357868	0.9598192914	0.2597367021
1451	0.1089968067	0.5982766905	0.9598301931	0.2596885444
1452	0.1089730567	0.5981731108	0.9598441011	0.259634819
1453	0.1089528046	0.5980943109	0.9598546802	0.259587631
1454	0.1089479468	0.5980275689	0.9598636395	0.2595685171
1455	0.1089225541	0.5979345869	0.9598761194	0.2595254255
1456	0.1089158341	0.5978020914	0.9598938994	0.2594909445
1457	0.1089116118	0.5977471668	0.9599012688	0.2594698199
1458	0.1088881403	0.5976397517	0.9599156789	0.2594298088
1459	0.1088713574	0.5975394041	0.9599291386	0.259387578
1460	0.1087953142	0.5973829277	0.9599501224	0.259211119
1461	0.1087343082	0.5973345897	0.9599566035	0.2591416937
1462	0.1087334347	0.5973287631	0.9599573847	0.2591386475
1463	0.1086975708	0.5972445441	0.9599686754	0.2590793238
1464	0.1086920161	0.5971778687	0.9599776129	0.2590558469
1465	0.1086461704	0.597120956	0.9599852411	0.2589635916
1466	0.1086420641	0.5970569926	0.9599938133	0.2589458205
1467	0.1086403777	0.5970451341	0.9599954025	0.2589408212
1468	0.1085680171	0.5968948974	0.960015533	0.2587714193
1469	0.1085542093	0.5967231625	0.9600385378	0.2587104833
1470	0.1085322897	0.5966246594	0.9600517299	0.2586597549
1471	0.1085010532	0.5964733379	0.9600719914	0.2585600192
1472	0.1084929285	0.5962594065	0.9601006275	0.2585088655
1473	0.1084251207	0.5961825761	0.9601109092	0.2584101255
1474	0.1084120271	0.5961081532	0.9601208675	0.2583782919
1475	0.1083850112	0.595904575	0.9601481013	0.2582472896
1476	0.10835459	0.5957586268	0.9601676198	0.2581502396
1477	0.1083511705	0.595696242	0.9601759615	0.2581338706
1478	0.1082943329	0.5956488991	0.9601822912	0.2580675129
1479	0.1082904075	0.595510559	0.9602007845	0.2580346731
1480	0.1082874288	0.5954592399	0.9602076437	0.2580159444
1481	0.1082718098	0.5953329629	0.9602245192	0.2579610428
1482	0.108181113	0.5952067878	0.9602413775	0.2577804536
1483	0.108174595	0.5950947311	0.9602563464	0.2577423705
1484	0.1081077498	0.5949582811	0.96027457	0.2575866313
1485	0.1080792858	0.5948736936	0.9602858651	0.2575287268
1486	0.1080353055	0.5947952672	0.960296336	0.2574317897
1487	0.1080343696	0.5947302914	0.96030501	0.2574164855
1488	0.1080286444	0.5946150933	0.9603203862	0.2573853828
1489	0.1079942972	0.5944482702	0.9603426478	0.2573100523
1490	0.1079755028	0.5943759115	0.9603523017	0.2572718551
1491	0.1079435278	0.5942899355	0.9603637709	0.2572024929
1492	0.1079405888	0.5941612809	0.9603809303	0.2571723298
1493	0.1079145623	0.5940804954	0.9603917033	0.2571160547
1494	0.1079079766	0.5939756534	0.960405682	0.2570790696
1495	0.1078927757	0.5939430016	0.960410035	0.2570502462
1496	0.1078210324	0.5938245913	0.960425819	0.2568944863
1497	0.1078152081	0.5937818796	0.9604315116	0.2568891339
1498	0.1077961497	0.5937037627	0.9604419221	0.2568493817
1499	0.1077391581	0.5936592628	0.9604478519	0.2567852457
1500	0.107713585	0.5935809254	0.9604582895	0.2567321186
1501	0.1077086495	0.5935193302	0.9604664955	0.2567112788
1502	0.1077020203	0.593416086	0.9604802482	0.2566772473
1503	0.1076779649	0.5933651144	0.960487037	0.2566401844
1504	0.1076531101	0.5932873388	0.9604973947	0.2565863614
1505	0.107648432	0.5932276321	0.9605053452	0.2565665102
1506	0.1075939981	0.5931849383	0.9605110297	0.256505644
1507	0.1075901088	0.5931272432	0.960518711	0.2564811137
1508	0.1075839424	0.5930261395	0.9605321697	0.2564451886
1509	0.1075350404	0.5929838161	0.960537803	0.2563797726
1510	0.1074720929	0.592855779	0.9605548426	0.2562316689
1511	0.107457807	0.5928245922	0.9605589924	0.2562041414
1512	0.1074472335	0.5927063025	0.9605747306	0.2561765598
1513	0.1074246336	0.5926572205	0.96058126	0.2561412937
1514	0.107411096	0.5926269137	0.9605852914	0.256114942
1515	0.1074094174	0.5926152545	0.9605868422	0.256109977
1516	0.1073978044	0.592505368	0.9606014574	0.2560608028
1517	0.1073647309	0.5924265902	0.9606119333	0.2560051019
1518	0.1073290161	0.5923661896	0.9606199645	0.2559331872
1519	0.1073152993	0.5923237597	0.9606256057	0.2559078553
1520	0.1073143766	0.5923182561	0.9606263374	0.2559047707
1521	0.1073088733	0.5922227031	0.9606390399	0.2558722049
1522	0.1072881357	0.5921270909	0.9606517482	0.2558233451
1523	0.1072274866	0.5920040841	0.9606680947	0.2556796311
1524	0.1072146073	0.5919633255	0.9606735104	0.2556555457
1525	0.1072023353	0.5919341351	0.9606773888	0.2556309819
1526	0.1071867735	0.5918761555	0.9606850917	0.2556005821
1527	0.1071539184	0.5918339943	0.9606906925	0.2555469648
1528	0.107135324	0.591767135	0.9606995736	0.2555045549
1529	0.1071157292	0.5917135216	0.9607066944	0.2554607931
1530	0.1071117321	0.5916279322	0.9607180608	0.2554325888
1531	0.1071109738	0.5916034637	0.96072131	0.2554220815
1532	0.1070700012	0.5915299312	0.9607310736	0.255331436
1533	0.1070676329	0.591517181	0.9607327664	0.2553256306
1534	0.1070620096	0.5914041674	0.9607477696	0.2552938674
1535	0.1070559897	0.5913053947	0.9607608798	0.2552622151
1536	0.1070539064	0.5912928022	0.9607625511	0.2552567318
1537	0.1070518559	0.5912803697	0.9607642011	0.2552513086
1538	0.1070498417	0.5912680945	0.9607658301	0.2552459489
1539	0.1070398381	0.5912178819	0.9607724937	0.2552214089
1540	0.1070392172	0.5911888178	0.9607763504	0.2552081744
1541	0.1070032516	0.591142564	0.9607824878	0.2551585905
1542	0.1069807074	0.5910449797	0.9607954346	0.25511995
1543	0.1069710173	0.5909960715	0.9608019225	0.2550960218
1544	0.1069515796	0.5909565433	0.9608071658	0.2550593624
1545	0.1069404359	0.5909187807	0.9608121746	0.2550375206
1546	0.1069267782	0.5908788925	0.9608174649	0.255016172
1547	0.1069230419	0.590789388	0.9608293345	0.2549864671
1548	0.106818978	0.5907059521	0.9608403977	0.2548266173
1549	0.1068173707	0.590598078	0.960854699	0.2548043681
1550	0.1068044771	0.5905594896	0.9608598141	0.2547842495
1551	0.1067756946	0.5905160956	0.9608655659	0.2547367227
1552	0.1067699544	0.5904202722	0.9608782656	0.2547057795
1553	0.1067685897	0.5904088874	0.9608797743	0.2547015591
1554	0.1067667081	0.5903969965	0.9608813501	0.25469643
1555	0.1067620614	0.5903079835	0.9608931449	0.2546626382
1556	0.1067527842	0.5902540985	0.9609002841	0.2546403159
1557	0.1067452725	0.5902328998	0.9609030926	0.2546243242
1558	0.1067227536	0.5901621538	0.9609124644	0.2545749888
1559	0.1067186686	0.5901452713	0.9609147007	0.2545652323
1560	0.1066990553	0.5900998287	0.9609207198	0.254535523
1561	0.1066927863	0.5900195478	0.9609313523	0.2545014024
1562	0.1066741889	0.5899395679	0.9609419434	0.2544537752
1563	0.1066095011	0.5898332448	0.9609560208	0.2543112637
1564	0.1066010927	0.5897363263	0.9609688508	0.2542675472
1565	0.1065821893	0.5897015724	0.9609734509	0.2542370111
1566	0.1065080187	0.5896111361	0.9609854202	0.2540879041
1567	0.1063845237	0.5895338752	0.9609956442	0.253912823
1568	0.1063308254	0.5894211115	0.961010564	0.2537831359
1569	0.1063147801	0.5893460355	0.9610204957	0.2537338884
1570	0.1062994234	0.5892734535	0.9610300963	0.2536870207
1571	0.1062874675	0.5892308811	0.9610357269	0.2536573982
1572	0.1062831492	0.5891898117	0.9610411584	0.2536395751
1573	0.1062798227	0.5890082789	0.9610651615	0.25359919
1574	0.1062602972	0.5889625894	0.9610712017	0.2535632985
1575	0.10625528	0.5889244289	0.9610762461	0.2535586128
1576	0.1062512194	0.588884543	0.9610815183	0.2535412966
1577	0.1062355618	0.5888361135	0.9610879193	0.2535134771
1578	0.1062306554	0.5887991561	0.9610928037	0.2535088645
1579	0.1062167696	0.5887633688	0.9610975331	0.2534888783
1580	0.1061786827	0.5886937283	0.9611067355	0.2534041533
1581	0.106109704	0.5886094333	0.961117873	0.2532644451
1582	0.1060780144	0.5885664202	0.9611235554	0.2532158373
1583	0.1060594798	0.5884968248	0.9611327488	0.2531754705
1584	0.1060555152	0.5884168453	0.9611433126	0.2531500188
1585	0.1059900658	0.5883358034	0.9611540152	0.2530161002
1586	0.1059870805	0.5882500124	0.9611653434	0.2529937503
1587	0.1059764314	0.5881927094	0.961172909	0.2529641165
1588	0.1059731543	0.5880894236	0.9611865438	0.2529448333
1589	0.1059698287	0.5880502968	0.9611917083	0.2529284662
1590	0.105919999	0.5879443141	0.9612056957	0.2528061154
1591	0.1059014244	0.5879010552	0.9612114042	0.2527719706
1592	0.1058996544	0.5878895551	0.9612129217	0.2527672056
1593	0.1058814306	0.5878470689	0.9612185277	0.252733799
1594	0.105876712	0.5878114155	0.9612232318	0.2527294071
1595	0.1058761054	0.5877890001	0.9612261891	0.2527197391
1596	0.1058730182	0.5877312946	0.9612338019	0.2526922465
1597	0.1058609638	0.5876961728	0.961238435	0.2526727691
1598	0.1058547675	0.5876484018	0.9612447362	0.2526521399
1599	0.1058230802	0.5875568414	0.961256812	0.252576169
1600	0.1058060949	0.5875164204	0.9612621425	0.2525451085
1601	0.1058003116	0.5874086682	0.9612763505	0.2524981615
1602	0.1057874678	0.5872582496	0.96129618	0.2524258328
1603	0.1057776683	0.5872029916	0.9613034633	0.2523977647
1604	0.105775159	0.587101979	0.9613167756	0.252379532
1605	0.1057122675	0.5870264077	0.9613267335	0.2522466906
1606	0.1056912205	0.5869297066	0.9613394738	0.2521939883
1607	0.1056860956	0.5868297147	0.9613526454	0.2521725363
1608	0.1056848687	0.5867971002	0.9613569411	0.2521595173
1609	0.1056813715	0.5867399129	0.9613644728	0.252142799
1610	0.1056759643	0.5867116203	0.9613681987	0.2521296262
1611	0.1056593085	0.586671879	0.961373432	0.2520990754
1612	0.1056384232	0.5866067227	0.9613820114	0.2520531055
1613	0.1056331986	0.5865789493	0.9613856681	0.2520401726
1614	0.1056253938	0.5865002987	0.9613960225	0.2520062813
1615	0.1056200497	0.5863965699	0.9614096763	0.2519611083
1616	0.1055918067	0.5863097995	0.9614210961	0.2518914047
1617	0.1055730626	0.5862408395	0.9614301706	0.2518497722
1618	0.1055716143	0.5862297534	0.9614316293	0.2518454166
1619	0.1055701879	0.5862188051	0.9614330699	0.2518411032
1620	0.105556058	0.586163582	0.9614403357	0.2518122718
1621	0.105546688	0.5861115693	0.9614471786	0.2517853797
1622	0.1055419107	0.5860145632	0.9614599391	0.2517645591
1623	0.1055398492	0.5859198984	0.9614723896	0.2517473498
1624	0.1055247127	0.5858820874	0.961477362	0.2517191931
1625	0.1054953726	0.5858420914	0.9614826215	0.2516738976
1626	0.1054894228	0.5857923068	0.9614891676	0.251644333
1627	0.105485018	0.5856989613	0.9615014399	0.2516241903
1628	0.1054484707	0.5856328439	0.9615101313	0.2515433024
1629	0.1054436535	0.5856057085	0.9615136981	0.251530882
1630	0.1054411113	0.5855215704	0.9615247565	0.2515041052
1631	0.1054048474	0.5854778711	0.9615304994	0.2514439527
1632	0.1053749671	0.5854246367	0.9615374947	0.2513821521
1633	0.1053717249	0.585399722	0.9615407684	0.2513742859
1634	0.1053697831	0.5853085519	0.9615527468	0.2513574604
1635	0.1053431915	0.5852251005	0.9615637094	0.2512911114
1636	0.1053298307	0.5852002137	0.9615669783	0.2512707947
1637	0.1053209639	0.5851189182	0.9615776557	0.2512385019
1638	0.1053057473	0.58508216	0.9615824831	0.25121031
1639	0.1053039492	0.5849927901	0.9615942186	0.2511937544
1640	0.105296792	0.5849187154	0.9616039442	0.2511617618
1641	0.1052923862	0.5848920128	0.9616074499	0.2511498421
1642	0.1052879827	0.5848224827	0.9616165773	0.2511256545
1643	0.1052734378	0.5847868535	0.961621254	0.2510991344
1644	0.1052729518	0.5847653846	0.9616240719	0.2510898205
1645	0.1052663069	0.5847160739	0.9616305438	0.2510602277
1646	0.1052441774	0.5846727649	0.9616362275	0.2510300052
1647	0.1052425539	0.5845851721	0.9616477216	0.251013743
1648	0.1052295572	0.5845509971	0.9616522056	0.2509889681
1649	0.1052111735	0.5844057827	0.961671256	0.2509141074
1650	0.1052098848	0.5843953337	0.9616726266	0.2509100015
1651	0.1051962169	0.5843615081	0.9616770634	0.250885071
1652	0.1051962142	0.5843209496	0.9616823829	0.2508653006
1653	0.1051907749	0.5842567407	0.9616908036	0.2508372783
1654	0.1051822708	0.5842264039	0.9616947818	0.2508172223
1655	0.1051760052	0.5841801454	0.9617008475	0.2507898594
1656	0.1051746374	0.5840943613	0.9617120948	0.2507739978
1657	0.1051726588	0.5840153942	0.9617224468	0.2507506841
1658	0.1051511305	0.5839731242	0.9617279875	0.2507212011
1659	0.1051469037	0.583919187	0.961735057	0.2506862277
1660	0.1051454609	0.583826587	0.9617471924	0.2506654635
1661	0.1051411179	0.583800382	0.9617506263	0.250653992
1662	0.1051381876	0.5837769308	0.9617536992	0.2506466781
1663	0.105076028	0.5837144669	0.9617618834	0.2505327072
1664	0.1050746039	0.583624168	0.9617737132	0.250512221
1665	0.1050704708	0.5835983632	0.9617770934	0.2505010314
1666	0.1050690476	0.5835103325	0.9617886237	0.2504807997
1667	0.1050661565	0.5834874859	0.9617916159	0.2504736015
1668	0.1050647574	0.5834016818	0.9618028525	0.2504536262
1669	0.1050405813	0.5833219012	0.9618132987	0.2503912489
1670	0.1050281728	0.5832479586	0.9618229793	0.250367384
1671	0.1050150521	0.5832151693	0.9618272717	0.2503436619
1672	0.1049979652	0.5831061506	0.9618415414	0.2502814449
1673	0.1049932056	0.5830929493	0.9618432691	0.2502757567
1674	0.104990681	0.5830707279	0.9618461773	0.2502693476
1675	0.1049726844	0.5830170355	0.9618532039	0.2502308615
1676	0.1049690093	0.5829919439	0.9618564873	0.2502202369
1677	0.1049615706	0.5828742497	0.9618718865	0.2501714013
1678	0.1048828337	0.5828132675	0.9618798643	0.2500429744
1679	0.104879547	0.582788848	0.9618830586	0.2500328838
1680	0.1048684507	0.5827430784	0.9618890455	0.2500096856
1681	0.1048654236	0.5827191379	0.9618921768	0.2499999558
1682	0.1048607108	0.5826761897	0.9618977939	0.2499747985
1683	0.1048550121	0.582611387	0.9619062685	0.2499603449
1684	0.1048460188	0.5825276424	0.961917219	0.2499188893
1685	0.1048362848	0.5824923666	0.9619218311	0.2498833261
1686	0.1048249147	0.5824605974	0.9619259846	0.2498623857
1687	0.1048233751	0.5823766377	0.9619369603	0.2498423173
1688	0.1048054986	0.582305554	0.9619462515	0.2497938604
1689	0.1047484994	0.5822265509	0.9619565765	0.2496832065
1690	0.104739036	0.5820873401	0.9619747668	0.2496304327
1691	0.1047348639	0.5820267194	0.9619826865	0.2496078227
1692	0.1047180094	0.5819622683	0.9619911058	0.2495708797
1693	0.1047165832	0.5819522676	0.9619924121	0.2495667408
1694	0.1047069397	0.5818168348	0.9620101004	0.2495149484
1695	0.1047028463	0.581780767	0.9620148104	0.2494971325
1696	0.104697492	0.5817176668	0.9620230497	0.2494830821
1697	0.1046933455	0.5816617712	0.9620303476	0.2494616276
1698	0.1046824753	0.5816309407	0.9620343726	0.2494414954
1699	0.1046736527	0.5815975605	0.9620387302	0.2494043297
1700	0.1046387616	0.5815225501	0.9620485215	0.2493191314
1701	0.104635546	0.5815162748	0.9620493406	0.2493135028
1702	0.1046295211	0.5814583961	0.9620568947	0.2492837985
1703	0.1046230059	0.5814364153	0.9620597634	0.2492705029
1704	0.104621628	0.5813548747	0.9620704041	0.2492509294
1705	0.1046110707	0.5813250015	0.9620743021	0.249231319
1706	0.1046005478	0.5812813917	0.9620799921	0.2492097267
1707	0.1045991988	0.5812018848	0.9620903647	0.2491905761
1708	0.104597961	0.5811061895	0.9621028473	0.2491654907
1709	0.1045874883	0.5810243514	0.9621135208	0.2491405095
1710	0.1045712529	0.5809004529	0.962129677	0.2490744408
1711	0.1045683472	0.5808769595	0.9621327402	0.2490650501
1712	0.1045505303	0.5807805793	0.9621453051	0.2490234853
1713	0.1045478351	0.5807574789	0.9621483164	0.2490143883
1714	0.1045446863	0.5807300515	0.9621518915	0.2490002368
1715	0.1045433201	0.5806594131	0.9621610985	0.2489810843
