iter	Passed	Remaining
1722	2939	14119
1723	2940	14116
1724	2942	14113
1725	2958	14183
1726	2960	14182
1727	2962	14181
1728	2964	14182
1729	2966	14181
1730	2968	14179
1731	2970	14178
1732	2971	14177
1733	2973	14175
1734	2975	14172
1735	2977	14174
1736	2979	14172
1737	2980	14169
1738	2982	14167
1739	2983	14164
1740	2985	14162
1741	2987	14160
1742	2988	14157
1743	2990	14155
1744	2991	14152
1745	2993	14150
1746	2995	14149
1747	2996	14148
1748	2998	14145
1749	3000	14143
1750	3001	14141
1751	3003	14138
1752	3004	14136
1753	3006	14135
1754	3008	14133
1755	3010	14131
1756	3011	14129
1757	3013	14127
1758	3015	14125
1759	3016	14124
1760	3019	14127
1761	3021	14126
1762	3023	14125
1763	3025	14123
1764	3027	14123
1765	3028	14120
1766	3030	14118
1767	3031	14116
1768	3033	14113
1769	3035	14112
1770	3036	14109
1771	3038	14107
1772	3039	14105
1773	3041	14102
1774	3043	14100
1775	3044	14098
1776	3046	14098
1777	3048	14095
1778	3049	14092
1779	3051	14090
1780	3052	14088
1781	3054	14086
1782	3055	14083
1783	3057	14082
1784	3059	14079
1785	3060	14077
1786	3062	14074
1787	3063	14072
1788	3065	14070
1789	3067	14068
1790	3068	14065
1791	3070	14062
1792	3071	14060
1793	3073	14059
1794	3075	14056
1795	3076	14055
1796	3078	14052
1797	3080	14050
1798	3081	14048
1799	3083	14046
1800	3084	14044
1801	3087	14044
1802	3088	14042
1803	3090	14039
1804	3091	14037
1805	3093	14034
1806	3095	14033
1807	3096	14030
1808	3098	14028
1809	3099	14026
1810	3101	14024
1811	3103	14021
1812	3104	14019
1813	3106	14016
1814	3107	14014
1815	3109	14012
1816	3110	14010
1817	3112	14008
1818	3114	14005
1819	3115	14003
1820	3117	14001
1821	3118	13999
1822	3120	13996
1823	3122	13995
1824	3124	13993
1825	3125	13990
1826	3126	13987
1827	3128	13985
1828	3129	13982
1829	3131	13980
1830	3133	13978
1831	3134	13975
1832	3136	13973
1833	3137	13971
1834	3139	13969
1835	3141	13968
1836	3143	13966
1837	3144	13964
1838	3146	13962
1839	3147	13960
1840	3149	13959
1841	3151	13957
1842	3152	13954
1843	3154	13952
1844	3155	13949
1845	3157	13946
1846	3159	13945
1847	3160	13942
1848	3162	13941
1849	3164	13938
1850	3165	13936
1851	3167	13934
1852	3169	13935
1853	3171	13932
1854	3172	13930
1855	3174	13927
1856	3175	13924
1857	3177	13922
1858	3178	13920
1859	3180	13918
1860	3181	13915
1861	3183	13913
1862	3185	13911
1863	3186	13909
1864	3188	13907
1865	3190	13905
1866	3191	13903
1867	3193	13900
1868	3194	13898
1869	3196	13896
1870	3197	13893
1871	3199	13891
1872	3200	13888
1873	3202	13886
1874	3204	13884
1875	3205	13882
1876	3207	13879
1877	3208	13877
1878	3210	13876
1879	3212	13874
1880	3213	13871
1881	3215	13869
1882	3216	13866
1883	3218	13864
1884	3220	13862
1885	3221	13859
1886	3223	13857
1887	3224	13854
1888	3226	13852
1889	3227	13850
1890	3229	13848
1891	3230	13845
1892	3232	13843
1893	3234	13841
1894	3235	13839
1895	3237	13836
1896	3238	13835
1897	3240	13832
1898	3242	13830
1899	3243	13828
1900	3245	13826
1901	3246	13823
1902	3248	13821
1903	3250	13821
1904	3252	13819
1905	3253	13817
1906	3255	13814
1907	3256	13812
1908	3258	13809
1909	3259	13806
1910	3261	13804
1911	3262	13802
1912	3264	13800
1913	3266	13798
1914	3267	13796
1915	3269	13793
1916	3270	13791
1917	3272	13788
1918	3273	13786
1919	3275	13784
1920	3277	13782
1921	3278	13780
1922	3280	13779
1923	3282	13778
1924	3284	13776
1925	3285	13774
1926	3287	13773
1927	3289	13770
1928	3291	13770
1929	3292	13768
1930	3294	13765
1931	3295	13763
1932	3297	13760
1933	3298	13758
1934	3300	13755
1935	3301	13753
1936	3303	13750
1937	3304	13748
1938	3306	13745
1939	3307	13742
1940	3309	13740
1941	3310	13738
1942	3312	13736
1943	3314	13735
1944	3316	13732
1945	3317	13730
1946	3319	13728
1947	3320	13726
1948	3322	13724
1949	3323	13721
1950	3325	13719
1951	3326	13717
1952	3328	13714
1953	3330	13712
1954	3332	13711
1955	3333	13709
1956	3335	13707
1957	3336	13704
1958	3338	13702
1959	3339	13699
1960	3341	13697
1961	3342	13695
1962	3344	13693
1963	3346	13691
1964	3347	13688
1965	3349	13687
1966	3350	13684
1967	3352	13682
1968	3354	13680
1969	3355	13678
1970	3357	13675
1971	3358	13673
1972	3360	13670
1973	3361	13668
1974	3363	13666
1975	3364	13663
1976	3366	13661
1977	3367	13659
1978	3369	13657
1979	3371	13655
1980	3373	13653
1981	3374	13652
1982	3376	13650
1983	3378	13648
1984	3379	13646
1985	3381	13644
1986	3383	13642
1987	3384	13640
1988	3386	13638
1989	3387	13636
1990	3389	13633
1991	3390	13631
1992	3392	13629
1993	3393	13626
1994	3395	13625
1995	3397	13622
1996	3398	13620
1997	3400	13618
1998	3401	13616
1999	3403	13614
2000	3405	13611
2001	3406	13609
2002	3408	13606
2003	3410	13605
2004	3411	13603
2005	3413	13601
2006	3414	13599
2007	3416	13597
2008	3418	13596
2009	3420	13595
2010	3422	13595
2011	3423	13593
2012	3425	13590
2013	3426	13588
2014	3428	13586
2015	3430	13584
2016	3431	13581
2017	3433	13579
2018	3434	13577
2019	3436	13575
2020	3437	13572
2021	3439	13570
2022	3441	13569
2023	3442	13567
2024	3444	13565
2025	3446	13563
2026	3447	13561
2027	3449	13559
2028	3450	13557
2029	3452	13554
2030	3454	13552
2031	3456	13552
2032	3457	13549
2033	3459	13547
2034	3460	13545
2035	3462	13543
2036	3464	13541
2037	3465	13539
2038	3467	13536
2039	3468	13534
2040	3470	13532
2041	3471	13530
2042	3473	13528
2043	3474	13525
2044	3476	13523
2045	3478	13521
2046	3479	13519
2047	3481	13517
2048	3483	13516
2049	3484	13513
2050	3486	13511
2051	3487	13509
2052	3489	13506
2053	3490	13504
2054	3492	13502
2055	3493	13499
2056	3495	13498
2057	3497	13496
2058	3499	13494
2059	3500	13492
2060	3502	13490
2061	3503	13488
2062	3505	13487
2063	3507	13484
2064	3508	13482
2065	3510	13480
2066	3511	13477
2067	3513	13475
2068	3514	13473
2069	3516	13471
2070	3517	13468
2071	3519	13466
2072	3520	13464
2073	3522	13462
2074	3524	13460
2075	3525	13457
2076	3527	13456
2077	3529	13454
2078	3530	13452
2079	3532	13450
2080	3533	13447
2081	3535	13445
2082	3537	13445
2083	3539	13443
2084	3540	13440
2085	3542	13439
2086	3544	13438
2087	3545	13435
2088	3547	13433
2089	3548	13430
2090	3550	13429
2091	3551	13426
2092	3553	13424
2093	3555	13422
2094	3556	13421
2095	3558	13419
2096	3560	13416
2097	3561	13414
2098	3563	13412
2099	3564	13409
2100	3566	13407
2101	3568	13406
2102	3569	13405
2103	3571	13402
2104	3572	13400
2105	3574	13398
2106	3576	13396
2107	3577	13395
2108	3579	13393
2109	3581	13391
2110	3582	13389
2111	3584	13387
2112	3585	13384
2113	3587	13383
2114	3589	13381
2115	3590	13379
2116	3592	13377
2117	3594	13375
2118	3596	13375
2119	3597	13373
2120	3599	13372
2121	3601	13371
2122	3603	13370
2123	3605	13368
2124	3606	13365
2125	3608	13363
2126	3610	13362
2127	3612	13364
2128	3614	13363
2129	3616	13361
2130	3618	13360
2131	3619	13358
2132	3621	13355
2133	3622	13352
2134	3624	13350
2135	3625	13348
2136	3627	13345
2137	3628	13344
2138	3630	13342
2139	3632	13340
2140	3633	13338
2141	3635	13336
2142	3636	13334
2143	3638	13331
2144	3639	13329
2145	3641	13327
2146	3643	13325
2147	3644	13323
2148	3646	13321
2149	3647	13318
2150	3649	13316
2151	3651	13314
2152	3652	13312
2153	3654	13310
2154	3655	13308
2155	3657	13306
2156	3659	13305
2157	3661	13304
2158	3662	13301
2159	3664	13300
2160	3665	13297
2161	3667	13295
2162	3668	13293
2163	3670	13290
2164	3671	13288
2165	3673	13287
2166	3675	13285
2167	3676	13283
2168	3678	13280
2169	3680	13278
2170	3681	13276
2171	3683	13274
2172	3684	13272
2173	3686	13270
2174	3687	13268
2175	3689	13265
2176	3691	13264
2177	3692	13262
2178	3694	13261
2179	3696	13259
2180	3697	13257
2181	3699	13256
2182	3701	13254
2183	3703	13252
2184	3704	13250
2185	3706	13248
2186	3708	13248
2187	3710	13247
2188	3711	13245
2189	3713	13242
2190	3714	13240
2191	3716	13238
2192	3718	13236
2193	3719	13234
2194	3721	13233
2195	3723	13230
2196	3724	13229
2197	3726	13227
2198	3728	13225
2199	3729	13224
2200	3731	13222
2201	3733	13220
2202	3734	13218
2203	3736	13216
2204	3738	13215
2205	3740	13214
2206	3742	13214
2207	3743	13212
2208	3745	13210
2209	3747	13208
2210	3748	13206
2211	3750	13204
2212	3751	13202
2213	3753	13200
2214	3755	13197
2215	3757	13197
2216	3758	13195
2217	3760	13192
2218	3761	13190
2219	3763	13189
2220	3764	13186
2221	3766	13184
2222	3768	13182
2223	3769	13180
2224	3772	13181
2225	3773	13179
2226	3775	13177
2227	3777	13175
2228	3778	13173
2229	3780	13171
2230	3782	13170
2231	3783	13168
2232	3785	13166
2233	3787	13164
2234	3788	13163
2235	3790	13161
2236	3792	13159
2237	3793	13157
2238	3795	13155
2239	3796	13153
2240	3798	13151
2241	3800	13149
2242	3801	13147
2243	3803	13147
2244	3806	13147
2245	3807	13145
2246	3809	13143
2247	3810	13140
2248	3812	13138
2249	3813	13136
2250	3815	13134
2251	3817	13132
2252	3818	13130
2253	3820	13129
2254	3822	13127
2255	3823	13126
2256	3825	13123
2257	3827	13122
2258	3828	13120
2259	3830	13117
2260	3831	13115
2261	3833	13113
2262	3835	13113
2263	3837	13112
2264	3838	13110
2265	3840	13108
2266	3842	13106
2267	3843	13104
2268	3845	13102
2269	3846	13100
2270	3848	13098
2271	3850	13096
2272	3852	13095
2273	3853	13093
2274	3855	13091
2275	3856	13089
2276	3858	13087
2277	3860	13085
2278	3861	13083
2279	3863	13082
2280	3865	13079
2281	3866	13077
2282	3868	13076
2283	3870	13074
2284	3871	13072
2285	3873	13069
2286	3874	13067
2287	3876	13065
2288	3877	13063
2289	3879	13061
2290	3880	13058
2291	3882	13056
2292	3884	13056
2293	3886	13053
2294	3887	13051
2295	3889	13049
2296	3890	13047
2297	3892	13044
2298	3893	13043
2299	3895	13041
2300	3897	13039
2301	3898	13037
2302	3900	13036
2303	3902	13034
2304	3903	13031
2305	3905	13030
2306	3906	13027
2307	3908	13025
2308	3910	13023
2309	3911	13021
2310	3913	13019
2311	3914	13017
2312	3916	13017
2313	3918	13014
2314	3919	13012
2315	3921	13010
2316	3922	13008
2317	3924	13005
2318	3925	13003
2319	3927	13001
2320	3929	12999
2321	3930	12997
2322	3932	12995
2323	3934	12994
2324	3936	12995
2325	3938	12994
2326	3940	12993
2327	3942	12991
2328	3943	12989
2329	3945	12988
2330	3947	12985
2331	3948	12984
2332	3950	12982
2333	3952	12980
2334	3953	12978
2335	3955	12976
2336	3956	12974
2337	3958	12971
2338	3959	12969
2339	3961	12967
2340	3963	12966
2341	3964	12964
2342	3966	12962
2343	3968	12960
2344	3969	12958
2345	3971	12958
2346	3973	12956
2347	3975	12954
2348	3976	12952
2349	3978	12951
2350	3980	12949
2351	3981	12947
2352	3983	12945
2353	3984	12943
2354	3986	12942
2355	3988	12940
2356	3990	12938
2357	3991	12936
2358	3993	12934
2359	3994	12932
2360	3996	12932
2361	3998	12930
2362	4000	12928
2363	4001	12926
2364	4003	12923
2365	4004	12921
2366	4006	12920
2367	4008	12918
2368	4009	12916
2369	4011	12914
2370	4013	12912
2371	4014	12910
2372	4016	12908
2373	4017	12906
2374	4019	12904
2375	4020	12902
2376	4022	12899
2377	4024	12899
2378	4026	12897
2379	4028	12897
2380	4029	12895
2381	4031	12893
2382	4033	12891
2383	4034	12890
2384	4036	12888
2385	4038	12886
2386	4039	12883
2387	4041	12881
2388	4043	12881
2389	4044	12879
2390	4046	12877
2391	4048	12875
2392	4049	12873
2393	4051	12871
2394	4052	12869
2395	4054	12867
2396	4056	12865
2397	4057	12863
2398	4059	12863
2399	4061	12861
2400	4063	12860
2401	4065	12859
2402	4067	12858
2403	4068	12856
2404	4070	12854
2405	4072	12852
2406	4073	12850
2407	4075	12848
2408	4077	12848
2409	4079	12847
2410	4080	12844
2411	4082	12843
2412	4084	12841
2413	4085	12839
2414	4087	12837
2415	4089	12835
2416	4090	12834
2417	4092	12832
2418	4094	12830
2419	4095	12828
2420	4097	12826
2421	4099	12825
2422	4100	12823
2423	4102	12822
2424	4104	12820
2425	4105	12818
2426	4108	12818
2427	4109	12816
2428	4111	12814
2429	4112	12812
2430	4114	12810
2431	4116	12808
2432	4117	12806
2433	4118	12803
2434	4120	12802
2435	4122	12800
2436	4124	12799
2437	4125	12797
2438	4127	12795
2439	4129	12793
2440	4130	12791
2441	4132	12789
2442	4133	12786
2443	4135	12784
2444	4136	12782
2445	4138	12781
2446	4140	12779
2447	4141	12777
2448	4143	12775
2449	4145	12773
2450	4146	12771
2451	4148	12769
2452	4150	12768
2453	4151	12766
2454	4153	12765
2455	4155	12763
2456	4156	12761
2457	4158	12758
2458	4159	12756
2459	4161	12754
2460	4163	12752
2461	4164	12750
2462	4166	12748
2463	4167	12746
2464	4169	12744
2465	4170	12742
2466	4172	12741
2467	4174	12738
2468	4175	12736
2469	4177	12734
2470	4178	12732
2471	4180	12730
2472	4181	12728
2473	4183	12725
2474	4184	12723
2475	4186	12722
2476	4188	12720
2477	4190	12719
2478	4192	12718
2479	4194	12717
2480	4195	12716
2481	4197	12714
2482	4199	12712
2483	4200	12710
2484	4202	12708
2485	4203	12706
2486	4205	12704
2487	4207	12702
2488	4208	12701
2489	4210	12699
2490	4212	12697
2491	4213	12695
2492	4215	12693
2493	4216	12691
2494	4218	12689
2495	4220	12689
2496	4222	12689
2497	4224	12687
2498	4226	12686
2499	4228	12684
2500	4229	12681
2501	4231	12680
2502	4233	12681
2503	4236	12681
2504	4238	12680
2505	4239	12678
2506	4241	12676
2507	4242	12674
2508	4244	12672
2509	4246	12670
2510	4247	12668
2511	4249	12666
2512	4251	12667
2513	4253	12665
2514	4255	12663
2515	4256	12661
2516	4258	12660
2517	4260	12658
2518	4261	12656
2519	4263	12654
2520	4264	12651
2521	4266	12649
2522	4268	12649
2523	4270	12647
2524	4271	12646
2525	4273	12644
2526	4275	12643
2527	4277	12642
2528	4279	12641
2529	4281	12640
2530	4283	12640
2531	4285	12639
2532	4287	12637
2533	4288	12635
2534	4290	12633
2535	4292	12632
2536	4293	12630
2537	4295	12629
2538	4297	12628
2539	4299	12627
2540	4301	12626
2541	4303	12625
2542	4304	12623
2543	4306	12621
2544	4308	12620
2545	4310	12618
2546	4311	12617
2547	4313	12616
2548	4315	12615
2549	4317	12613
2550	4318	12611
2551	4320	12609
2552	4322	12607
2553	4323	12605
2554	4325	12604
2555	4327	12602
2556	4328	12600
2557	4330	12598
2558	4332	12597
2559	4334	12595
2560	4335	12594
2561	4337	12592
2562	4338	12590
2563	4340	12588
2564	4342	12586
2565	4344	12585
2566	4345	12583
2567	4347	12583
2568	4349	12581
2569	4351	12580
2570	4353	12580
2571	4355	12578
2572	4356	12575
2573	4358	12573
2574	4360	12572
2575	4361	12570
2576	4363	12568
2577	4365	12567
2578	4366	12565
2579	4370	12569
2580	4372	12567
2581	4373	12565
2582	4375	12563
2583	4376	12561
2584	4379	12561
2585	4380	12559
2586	4382	12557
2587	4383	12555
2588	4385	12552
2589	4386	12550
2590	4388	12548
2591	4389	12546
2592	4391	12544
2593	4393	12542
2594	4395	12542
2595	4397	12540
2596	4398	12538
2597	4400	12536
2598	4401	12534
2599	4403	12532
2600	4404	12530
2601	4406	12528
2602	4407	12526
2603	4409	12525
2604	4411	12523
2605	4413	12521
2606	4414	12519
2607	4416	12517
2608	4417	12515
2609	4419	12513
2610	4421	12512
2611	4423	12511
2612	4424	12509
2613	4426	12507
2614	4428	12506
2615	4430	12504
2616	4431	12503
2617	4433	12501
2618	4436	12501
2619	4438	12502
2620	4440	12501
2621	4441	12499
2622	4444	12499
2623	4446	12497
2624	4447	12495
2625	4449	12493
2626	4451	12493
2627	4453	12492
2628	4455	12491
2629	4457	12489
2630	4458	12488
2631	4460	12487
2632	4462	12485
2633	4464	12484
2634	4466	12482
2635	4467	12481
2636	4469	12480
2637	4472	12481
2638	4474	12481
2639	4477	12482
2640	4479	12481
2641	4481	12480
2642	4485	12484
2643	4487	12483
2644	4489	12483
2645	4491	12481
2646	4493	12481
2647	4494	12479
2648	4496	12477
2649	4497	12475
2650	4499	12473
2651	4503	12477
2652	4505	12476
2653	4507	12475
2654	4508	12473
2655	4510	12471
2656	4512	12469
2657	4513	12467
2658	4516	12468
2659	4517	12466
2660	4519	12464
2661	4521	12462
2662	4523	12461
2663	4524	12460
2664	4526	12459
2665	4528	12458
2666	4530	12456
2667	4532	12455
2668	4534	12453
2669	4535	12452
2670	4537	12450
2671	4539	12450
2672	4541	12448
2673	4543	12447
2674	4544	12445
2675	4546	12443
2676	4548	12441
2677	4549	12439
2678	4551	12438
2679	4553	12436
2680	4554	12434
2681	4556	12432
2682	4557	12430
2683	4560	12429
2684	4561	12427
2685	4563	12425
2686	4564	12423
2687	4566	12422
2688	4568	12420
2689	4570	12419
2690	4572	12418
2691	4573	12416
2692	4575	12414
2693	4577	12413
2694	4580	12415
2695	4581	12412
2696	4583	12411
2697	4585	12409
2698	4587	12409
2699	4589	12408
2700	4591	12407
2701	4592	12405
2702	4594	12403
2703	4596	12402
2704	4599	12403
2705	4601	12403
2706	4603	12401
2707	4605	12401
2708	4607	12401
2709	4609	12399
2710	4611	12398
2711	4613	12398
2712	4615	12397
2713	4618	12398
2714	4620	12397
2715	4622	12396
2716	4624	12396
2717	4626	12395
2718	4628	12394
2719	4630	12393
2720	4632	12391
2721	4635	12392
2722	4638	12395
2723	4640	12394
2724	4642	12393
2725	4643	12391
2726	4645	12390
2727	4647	12388
2728	4649	12387
2729	4650	12385
2730	4652	12384
2731	4654	12382
2732	4656	12381
2733	4658	12379
2734	4659	12378
2735	4661	12376
2736	4663	12375
2737	4665	12374
2738	4667	12373
2739	4669	12371
2740	4670	12370
2741	4672	12368
2742	4674	12367
2743	4676	12366
2744	4678	12364
2745	4679	12362
2746	4681	12361
2747	4683	12359
2748	4685	12358
2749	4687	12356
2750	4688	12355
2751	4690	12353
2752	4692	12352
2753	4694	12350
2754	4695	12348
2755	4697	12347
2756	4699	12345
2757	4701	12344
2758	4702	12342
2759	4704	12340
2760	4706	12339
2761	4708	12338
2762	4709	12336
2763	4711	12334
2764	4713	12333
2765	4714	12331
2766	4716	12329
2767	4718	12327
2768	4720	12326
2769	4721	12324
2770	4723	12323
2771	4725	12322
2772	4727	12320
2773	4729	12319
2774	4731	12317
2775	4732	12316
2776	4734	12314
2777	4736	12312
2778	4737	12310
2779	4739	12308
2780	4740	12306
2781	4742	12304
2782	4744	12302
2783	4745	12300
2784	4747	12299
2785	4749	12297
2786	4750	12295
2787	4752	12294
2788	4754	12293
2789	4756	12292
2790	4758	12291
2791	4760	12289
2792	4762	12288
2793	4764	12287
2794	4766	12286
2795	4768	12284
2796	4769	12283
2797	4771	12281
2798	4773	12279
2799	4774	12277
2800	4776	12275
2801	4777	12273
2802	4779	12271
2803	4780	12269
2804	4782	12267
2805	4783	12264
2806	4785	12263
2807	4787	12261
2808	4788	12258
2809	4790	12256
2810	4791	12254
2811	4793	12253
2812	4795	12251
2813	4796	12249
2814	4798	12246
2815	4799	12245
2816	4801	12243
2817	4803	12241
2818	4804	12240
2819	4806	12238
2820	4808	12236
2821	4809	12234
2822	4811	12232
2823	4813	12230
2824	4814	12228
2825	4816	12226
2826	4818	12224
2827	4819	12222
2828	4821	12220
2829	4822	12218
2830	4824	12217
2831	4826	12215
2832	4827	12213
2833	4829	12211
2834	4831	12209
2835	4832	12207
2836	4834	12205
2837	4835	12204
2838	4837	12202
2839	4839	12200
2840	4840	12197
2841	4842	12195
2842	4843	12193
2843	4845	12192
2844	4847	12190
2845	4848	12187
2846	4850	12186
2847	4851	12184
2848	4853	12182
2849	4855	12180
2850	4857	12179
2851	4858	12177
2852	4860	12175
2853	4861	12173
2854	4863	12171
2855	4864	12169
2856	4866	12167
2857	4868	12165
2858	4869	12163
2859	4871	12161
2860	4872	12158
2861	4874	12156
2862	4875	12154
2863	4877	12152
2864	4879	12150
2865	4880	12148
2866	4882	12146
2867	4884	12145
2868	4886	12144
2869	4888	12143
2870	4889	12141
2871	4891	12140
2872	4893	12138
2873	4894	12136
2874	4896	12134
2875	4897	12132
2876	4899	12130
2877	4901	12128
2878	4902	12126
2879	4904	12124
2880	4906	12123
2881	4907	12121
2882	4909	12119
2883	4911	12117
2884	4912	12115
2885	4914	12113
2886	4915	12111
2887	4917	12109
2888	4919	12108
2889	4920	12106
2890	4923	12106
2891	4924	12104
2892	4926	12103
2893	4928	12101
2894	4930	12099
2895	4931	12097
2896	4933	12095
2897	4934	12093
2898	4936	12091
2899	4937	12089
2900	4939	12087
2901	4940	12084
2902	4942	12082
2903	4943	12080
2904	4945	12078
2905	4946	12076
2906	4948	12074
2907	4949	12071
2908	4951	12069
2909	4953	12067
2910	4954	12066
2911	4956	12064
2912	4958	12062
2913	4959	12060
2914	4961	12058
2915	4962	12056
2916	4964	12054
2917	4965	12051
2918	4967	12050
2919	4969	12048
2920	4971	12047
2921	4972	12045
2922	4974	12043
2923	4975	12040
2924	4977	12039
2925	4978	12036
2926	4980	12034
2927	4981	12032
2928	4983	12030
2929	4985	12029
2930	4986	12027
2931	4988	12025
2932	4989	12023
2933	4991	12021
2934	4993	12019
2935	4994	12016
2936	4996	12014
2937	4997	12012
2938	4999	12010
2939	5000	12008
2940	5002	12007
2941	5004	12005
2942	5005	12003
2943	5007	12001
2944	5009	12000
2945	5011	11999
2946	5012	11996
2947	5014	11994
2948	5015	11992
2949	5017	11990
2950	5019	11989
2951	5020	11987
2952	5022	11985
2953	5023	11983
2954	5025	11981
2955	5027	11979
2956	5028	11977
2957	5030	11975
2958	5032	11973
2959	5033	11971
2960	5035	11970
2961	5037	11968
2962	5038	11966
2963	5040	11964
2964	5041	11962
2965	5043	11960
2966	5044	11958
2967	5046	11956
2968	5047	11954
2969	5049	11952
2970	5051	11951
2971	5053	11949
2972	5054	11947
2973	5056	11945
2974	5057	11943
2975	5059	11941
2976	5061	11939
2977	5062	11937
2978	5064	11935
2979	5065	11932
2980	5067	11931
2981	5069	11929
2982	5070	11928
2983	5072	11926
2984	5074	11924
2985	5075	11922
2986	5077	11920
2987	5078	11918
2988	5080	11916
2989	5081	11914
2990	5083	11912
2991	5085	11910
2992	5086	11908
2993	5088	11906
2994	5089	11904
2995	5091	11903
2996	5093	11901
2997	5094	11899
2998	5096	11897
2999	5098	11895
3000	5099	11893
3001	5101	11891
3002	5103	11890
3003	5104	11888
3004	5106	11886
3005	5107	11884
3006	5109	11882
3007	5110	11880
3008	5112	11877
3009	5114	11876
3010	5115	11874
3011	5117	11872
3012	5119	11871
3013	5121	11869
3014	5122	11868
3015	5124	11866
3016	5126	11864
3017	5127	11862
3018	5129	11860
3019	5130	11858
3020	5132	11856
3021	5133	11854
3022	5135	11852
3023	5137	11850
3024	5138	11848
3025	5140	11846
3026	5141	11844
3027	5143	11842
3028	5144	11840
3029	5146	11838
3030	5147	11836
3031	5149	11835
3032	5151	11833
3033	5153	11831
3034	5154	11829
3035	5156	11828
3036	5158	11827
3037	5160	11825
3038	5161	11823
3039	5163	11821
3040	5164	11819
3041	5166	11817
3042	5168	11815
3043	5169	11813
3044	5171	11811
3045	5173	11810
3046	5174	11808
3047	5176	11806
3048	5177	11804
3049	5179	11802
3050	5180	11800
3051	5182	11798
3052	5184	11796
3053	5186	11795
3054	5187	11793
3055	5190	11795
3056	5192	11793
3057	5194	11792
3058	5196	11790
3059	5198	11789
3060	5199	11787
3061	5201	11785
3062	5202	11783
3063	5204	11781
3064	5205	11779
3065	5207	11777
3066	5209	11775
3067	5210	11773
3068	5212	11771
3069	5213	11769
3070	5215	11767
3071	5217	11765
3072	5218	11763
3073	5220	11761
3074	5221	11759
3075	5223	11757
3076	5225	11755
3077	5226	11753
3078	5228	11751
3079	5229	11749
3080	5231	11747
3081	5232	11745
3082	5234	11743
3083	5236	11741
3084	5237	11740
3085	5239	11738
3086	5240	11736
3087	5242	11734
3088	5243	11732
3089	5245	11730
3090	5247	11729
3091	5248	11726
3092	5250	11725
3093	5252	11723
3094	5253	11721
3095	5255	11719
3096	5256	11717
3097	5258	11715
3098	5260	11713
3099	5261	11711
3100	5263	11709
3101	5264	11707
3102	5266	11706
3103	5268	11704
3104	5269	11702
3105	5271	11699
3106	5272	11697
3107	5274	11695
3108	5275	11693
3109	5277	11692
3110	5279	11689
3111	5280	11687
3112	5282	11686
3113	5283	11684
3114	5285	11682
3115	5287	11680
3116	5288	11678
3117	5290	11676
3118	5291	11674
3119	5293	11672
3120	5295	11671
3121	5296	11669
3122	5298	11667
3123	5300	11665
3124	5301	11663
3125	5303	11661
3126	5304	11660
3127	5306	11658
3128	5308	11656
3129	5309	11654
3130	5311	11653
3131	5313	11651
3132	5314	11649
3133	5316	11647
3134	5318	11645
3135	5319	11643
3136	5321	11641
3137	5322	11639
3138	5324	11638
3139	5326	11636
3140	5327	11634
3141	5329	11632
3142	5330	11630
3143	5332	11628
3144	5334	11627
3145	5336	11626
3146	5338	11624
3147	5339	11622
3148	5341	11620
3149	5343	11618
3150	5344	11616
3151	5346	11614
3152	5347	11613
3153	5349	11611
3154	5351	11610
3155	5352	11608
3156	5354	11606
3157	5356	11604
3158	5357	11602
3159	5359	11600
3160	5360	11598
3161	5362	11596
3162	5363	11594
3163	5365	11592
3164	5367	11590
3165	5368	11588
3166	5370	11586
3167	5371	11584
3168	5373	11582
3169	5374	11580
3170	5376	11579
3171	5378	11577
3172	5379	11575
3173	5381	11573
3174	5383	11571
3175	5384	11569
3176	5386	11567
3177	5387	11565
3178	5389	11564
3179	5391	11562
3180	5392	11560
3181	5394	11558
3182	5395	11556
3183	5397	11554
3184	5399	11552
3185	5400	11550
3186	5402	11548
3187	5403	11546
3188	5405	11544
3189	5406	11542
3190	5408	11541
3191	5410	11539
3192	5411	11536
3193	5413	11534
3194	5414	11532
3195	5416	11530
3196	5418	11529
3197	5419	11527
3198	5421	11525
3199	5422	11523
3200	5424	11521
3201	5425	11519
3202	5427	11517
3203	5429	11515
3204	5430	11513
3205	5432	11511
3206	5433	11509
3207	5435	11507
3208	5436	11505
3209	5438	11503
3210	5440	11502
3211	5441	11500
3212	5443	11497
3213	5444	11496
3214	5446	11493
3215	5447	11491
3216	5449	11489
3217	5450	11487
3218	5452	11485
3219	5453	11483
3220	5455	11481
3221	5456	11479
3222	5458	11477
3223	5460	11476
3224	5461	11473
3225	5463	11471
3226	5464	11469
3227	5466	11467
3228	5467	11465
3229	5469	11463
3230	5471	11461
3231	5472	11460
3232	5474	11458
3233	5475	11455
3234	5477	11453
3235	5478	11451
3236	5480	11449
3237	5481	11448
3238	5483	11445
3239	5484	11443
3240	5486	11441
3241	5487	11439
3242	5489	11437
3243	5491	11435
3244	5492	11433
3245	5494	11431
3246	5495	11429
3247	5497	11427
3248	5498	11425
3249	5500	11424
3250	5502	11422
3251	5503	11420
3252	5505	11418
3253	5506	11416
3254	5508	11414
3255	5509	11411
3256	5511	11410
3257	5512	11408
3258	5514	11406
3259	5516	11405
3260	5517	11403
3261	5519	11401
3262	5521	11399
3263	5522	11397
3264	5524	11395
3265	5525	11393
3266	5527	11391
3267	5528	11389
3268	5530	11387
3269	5532	11385
3270	5533	11383
3271	5535	11381
3272	5536	11379
3273	5538	11378
3274	5540	11378
3275	5542	11376
